0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	-1
0	-1
0	-2
0	-2
0	-3
0	-3
0	-4
0	-5
0	-5
0	-6
0	-7
0	-8
0	-9
0	-9
0	-10
0	-11
0	-12
0	-13
0	-15
0	-16
0	-17
0	-18
0	-19
0	-21
0	-22
0	-23
0	-25
0	-26
0	-28
0	-29
0	-31
0	-32
0	-34
0	-35
0	-37
0	-38
0	-40
0	-42
0	-43
0	-45
0	-47
0	-48
0	-50
0	-52
0	-54
0	-55
0	-57
0	-59
0	-61
0	-63
0	-65
0	-67
0	-69
0	-71
0	-74
0	-76
0	-78
0	-80
0	-83
0	-85
0	-87
0	-90
0	-92
0	-95
0	-97
0	-100
0	-103
0	-106
0	-108
0	-111
0	-114
0	-117
0	-120
0	-123
0	-126
0	-129
0	-132
0	-135
0	-138
0	-141
0	-145
0	-148
0	-151
0	-154
0	-158
0	-161
0	-164
0	-168
0	-171
0	-175
0	-178
0	-182
0	-185
0	-189
0	-192
0	-196
0	-199
0	-203
0	-207
0	-210
0	-214
0	-217
0	-220
0	-224
0	-227
0	-230
0	-233
0	-235
0	-238
0	-241
0	-243
0	-246
0	-248
0	-250
0	-252
0	-254
0	-256
0	-258
0	-259
0	-261
0	-262
0	-264
0	-265
0	-266
